image1,image2,label
./datasets/raw_data\Alphabet_of_the_Magi\character20\0728_10.png,./datasets/raw_data\Alphabet_of_the_Magi\character20\0728_11.png,19
./datasets/raw_data\Angelic\character01\0965_01.png,./datasets/raw_data\Angelic\character01\0965_02.png,20
./datasets/raw_data\Angelic\character01\0965_02.png,./datasets/raw_data\Angelic\character01\0965_03.png,20
./datasets/raw_data\Angelic\character01\0965_03.png,./datasets/raw_data\Angelic\character01\0965_04.png,20
./datasets/raw_data\Angelic\character01\0965_04.png,./datasets/raw_data\Angelic\character01\0965_05.png,20
./datasets/raw_data\Angelic\character01\0965_05.png,./datasets/raw_data\Angelic\character01\0965_06.png,20
./datasets/raw_data\Angelic\character01\0965_06.png,./datasets/raw_data\Angelic\character01\0965_07.png,20
./datasets/raw_data\Angelic\character01\0965_07.png,./datasets/raw_data\Angelic\character01\0965_08.png,20
./datasets/raw_data\Angelic\character01\0965_08.png,./datasets/raw_data\Angelic\character01\0965_09.png,20
./datasets/raw_data\Angelic\character01\0965_09.png,./datasets/raw_data\Angelic\character01\0965_10.png,20
./datasets/raw_data\Angelic\character01\0965_10.png,./datasets/raw_data\Angelic\character01\0965_11.png,20
./datasets/raw_data\Angelic\character02\0966_01.png,./datasets/raw_data\Angelic\character02\0966_02.png,21
./datasets/raw_data\Angelic\character02\0966_02.png,./datasets/raw_data\Angelic\character02\0966_03.png,21
./datasets/raw_data\Angelic\character02\0966_03.png,./datasets/raw_data\Angelic\character02\0966_04.png,21
./datasets/raw_data\Angelic\character02\0966_04.png,./datasets/raw_data\Angelic\character02\0966_05.png,21
./datasets/raw_data\Angelic\character02\0966_05.png,./datasets/raw_data\Angelic\character02\0966_06.png,21
./datasets/raw_data\Angelic\character02\0966_06.png,./datasets/raw_data\Angelic\character02\0966_07.png,21
./datasets/raw_data\Angelic\character02\0966_07.png,./datasets/raw_data\Angelic\character02\0966_08.png,21
./datasets/raw_data\Angelic\character02\0966_08.png,./datasets/raw_data\Angelic\character02\0966_09.png,21
./datasets/raw_data\Angelic\character02\0966_09.png,./datasets/raw_data\Angelic\character02\0966_10.png,21
./datasets/raw_data\Angelic\character02\0966_10.png,./datasets/raw_data\Angelic\character02\0966_11.png,21
./datasets/raw_data\Angelic\character03\0967_01.png,./datasets/raw_data\Angelic\character03\0967_02.png,22
./datasets/raw_data\Angelic\character03\0967_02.png,./datasets/raw_data\Angelic\character03\0967_03.png,22
./datasets/raw_data\Angelic\character03\0967_03.png,./datasets/raw_data\Angelic\character03\0967_04.png,22
./datasets/raw_data\Angelic\character03\0967_04.png,./datasets/raw_data\Angelic\character03\0967_05.png,22
./datasets/raw_data\Angelic\character03\0967_05.png,./datasets/raw_data\Angelic\character03\0967_06.png,22
./datasets/raw_data\Angelic\character03\0967_06.png,./datasets/raw_data\Angelic\character03\0967_07.png,22
./datasets/raw_data\Angelic\character03\0967_07.png,./datasets/raw_data\Angelic\character03\0967_08.png,22
./datasets/raw_data\Angelic\character03\0967_08.png,./datasets/raw_data\Angelic\character03\0967_09.png,22
./datasets/raw_data\Angelic\character03\0967_09.png,./datasets/raw_data\Angelic\character03\0967_10.png,22
./datasets/raw_data\Angelic\character03\0967_10.png,./datasets/raw_data\Angelic\character03\0967_11.png,22
./datasets/raw_data\Angelic\character04\0968_01.png,./datasets/raw_data\Angelic\character04\0968_02.png,23
./datasets/raw_data\Angelic\character04\0968_02.png,./datasets/raw_data\Angelic\character04\0968_03.png,23
./datasets/raw_data\Angelic\character04\0968_03.png,./datasets/raw_data\Angelic\character04\0968_04.png,23
./datasets/raw_data\Angelic\character04\0968_04.png,./datasets/raw_data\Angelic\character04\0968_05.png,23
./datasets/raw_data\Angelic\character04\0968_05.png,./datasets/raw_data\Angelic\character04\0968_06.png,23
./datasets/raw_data\Angelic\character04\0968_06.png,./datasets/raw_data\Angelic\character04\0968_07.png,23
./datasets/raw_data\Angelic\character04\0968_07.png,./datasets/raw_data\Angelic\character04\0968_08.png,23
./datasets/raw_data\Angelic\character04\0968_08.png,./datasets/raw_data\Angelic\character04\0968_09.png,23
./datasets/raw_data\Angelic\character04\0968_09.png,./datasets/raw_data\Angelic\character04\0968_10.png,23
./datasets/raw_data\Angelic\character04\0968_10.png,./datasets/raw_data\Angelic\character04\0968_11.png,23
./datasets/raw_data\Angelic\character05\0969_01.png,./datasets/raw_data\Angelic\character05\0969_02.png,24
./datasets/raw_data\Angelic\character05\0969_02.png,./datasets/raw_data\Angelic\character05\0969_03.png,24
./datasets/raw_data\Angelic\character05\0969_03.png,./datasets/raw_data\Angelic\character05\0969_04.png,24
./datasets/raw_data\Angelic\character05\0969_04.png,./datasets/raw_data\Angelic\character05\0969_05.png,24
./datasets/raw_data\Angelic\character05\0969_05.png,./datasets/raw_data\Angelic\character05\0969_06.png,24
./datasets/raw_data\Angelic\character05\0969_06.png,./datasets/raw_data\Angelic\character05\0969_07.png,24
./datasets/raw_data\Angelic\character05\0969_07.png,./datasets/raw_data\Angelic\character05\0969_08.png,24
./datasets/raw_data\Angelic\character05\0969_08.png,./datasets/raw_data\Angelic\character05\0969_09.png,24
./datasets/raw_data\Angelic\character05\0969_09.png,./datasets/raw_data\Angelic\character05\0969_10.png,24
./datasets/raw_data\Angelic\character05\0969_10.png,./datasets/raw_data\Angelic\character05\0969_11.png,24
./datasets/raw_data\Angelic\character06\0970_01.png,./datasets/raw_data\Angelic\character06\0970_02.png,25
./datasets/raw_data\Angelic\character06\0970_02.png,./datasets/raw_data\Angelic\character06\0970_03.png,25
./datasets/raw_data\Angelic\character06\0970_03.png,./datasets/raw_data\Angelic\character06\0970_04.png,25
./datasets/raw_data\Angelic\character06\0970_04.png,./datasets/raw_data\Angelic\character06\0970_05.png,25
./datasets/raw_data\Angelic\character06\0970_05.png,./datasets/raw_data\Angelic\character06\0970_06.png,25
./datasets/raw_data\Angelic\character06\0970_06.png,./datasets/raw_data\Angelic\character06\0970_07.png,25
./datasets/raw_data\Angelic\character06\0970_07.png,./datasets/raw_data\Angelic\character06\0970_08.png,25
./datasets/raw_data\Angelic\character06\0970_08.png,./datasets/raw_data\Angelic\character06\0970_09.png,25
./datasets/raw_data\Angelic\character06\0970_09.png,./datasets/raw_data\Angelic\character06\0970_10.png,25
./datasets/raw_data\Angelic\character06\0970_10.png,./datasets/raw_data\Angelic\character06\0970_11.png,25
./datasets/raw_data\Angelic\character07\0971_01.png,./datasets/raw_data\Angelic\character07\0971_02.png,26
./datasets/raw_data\Angelic\character07\0971_02.png,./datasets/raw_data\Angelic\character07\0971_03.png,26
./datasets/raw_data\Angelic\character07\0971_03.png,./datasets/raw_data\Angelic\character07\0971_04.png,26
./datasets/raw_data\Angelic\character07\0971_04.png,./datasets/raw_data\Angelic\character07\0971_05.png,26
./datasets/raw_data\Angelic\character07\0971_05.png,./datasets/raw_data\Angelic\character07\0971_06.png,26
./datasets/raw_data\Angelic\character07\0971_06.png,./datasets/raw_data\Angelic\character07\0971_07.png,26
./datasets/raw_data\Angelic\character07\0971_07.png,./datasets/raw_data\Angelic\character07\0971_08.png,26
./datasets/raw_data\Angelic\character07\0971_08.png,./datasets/raw_data\Angelic\character07\0971_09.png,26
./datasets/raw_data\Angelic\character07\0971_09.png,./datasets/raw_data\Angelic\character07\0971_10.png,26
./datasets/raw_data\Angelic\character07\0971_10.png,./datasets/raw_data\Angelic\character07\0971_11.png,26
./datasets/raw_data\Angelic\character08\0972_01.png,./datasets/raw_data\Angelic\character08\0972_02.png,27
./datasets/raw_data\Angelic\character08\0972_02.png,./datasets/raw_data\Angelic\character08\0972_03.png,27
./datasets/raw_data\Angelic\character08\0972_03.png,./datasets/raw_data\Angelic\character08\0972_04.png,27
./datasets/raw_data\Angelic\character08\0972_04.png,./datasets/raw_data\Angelic\character08\0972_05.png,27
./datasets/raw_data\Angelic\character08\0972_05.png,./datasets/raw_data\Angelic\character08\0972_06.png,27
./datasets/raw_data\Angelic\character08\0972_06.png,./datasets/raw_data\Angelic\character08\0972_07.png,27
./datasets/raw_data\Angelic\character08\0972_07.png,./datasets/raw_data\Angelic\character08\0972_08.png,27
./datasets/raw_data\Angelic\character08\0972_08.png,./datasets/raw_data\Angelic\character08\0972_09.png,27
./datasets/raw_data\Angelic\character08\0972_09.png,./datasets/raw_data\Angelic\character08\0972_10.png,27
./datasets/raw_data\Angelic\character08\0972_10.png,./datasets/raw_data\Angelic\character08\0972_11.png,27
./datasets/raw_data\Angelic\character09\0973_01.png,./datasets/raw_data\Angelic\character09\0973_02.png,28
./datasets/raw_data\Angelic\character09\0973_02.png,./datasets/raw_data\Angelic\character09\0973_03.png,28
./datasets/raw_data\Angelic\character09\0973_03.png,./datasets/raw_data\Angelic\character09\0973_04.png,28
./datasets/raw_data\Angelic\character09\0973_04.png,./datasets/raw_data\Angelic\character09\0973_05.png,28
./datasets/raw_data\Angelic\character09\0973_05.png,./datasets/raw_data\Angelic\character09\0973_06.png,28
./datasets/raw_data\Angelic\character09\0973_06.png,./datasets/raw_data\Angelic\character09\0973_07.png,28
./datasets/raw_data\Angelic\character09\0973_07.png,./datasets/raw_data\Angelic\character09\0973_08.png,28
./datasets/raw_data\Angelic\character09\0973_08.png,./datasets/raw_data\Angelic\character09\0973_09.png,28
./datasets/raw_data\Angelic\character09\0973_09.png,./datasets/raw_data\Angelic\character09\0973_10.png,28
./datasets/raw_data\Angelic\character09\0973_10.png,./datasets/raw_data\Angelic\character09\0973_11.png,28
./datasets/raw_data\Angelic\character10\0974_01.png,./datasets/raw_data\Angelic\character10\0974_02.png,29
./datasets/raw_data\Angelic\character10\0974_02.png,./datasets/raw_data\Angelic\character10\0974_03.png,29
./datasets/raw_data\Angelic\character10\0974_03.png,./datasets/raw_data\Angelic\character10\0974_04.png,29
./datasets/raw_data\Angelic\character10\0974_04.png,./datasets/raw_data\Angelic\character10\0974_05.png,29
./datasets/raw_data\Angelic\character10\0974_05.png,./datasets/raw_data\Angelic\character10\0974_06.png,29
./datasets/raw_data\Angelic\character10\0974_06.png,./datasets/raw_data\Angelic\character10\0974_07.png,29
./datasets/raw_data\Angelic\character10\0974_07.png,./datasets/raw_data\Angelic\character10\0974_08.png,29
./datasets/raw_data\Angelic\character10\0974_08.png,./datasets/raw_data\Angelic\character10\0974_09.png,29
./datasets/raw_data\Angelic\character10\0974_09.png,./datasets/raw_data\Angelic\character10\0974_10.png,29
./datasets/raw_data\Angelic\character10\0974_10.png,./datasets/raw_data\Angelic\character10\0974_11.png,29
./datasets/raw_data\Angelic\character11\0975_01.png,./datasets/raw_data\Angelic\character11\0975_02.png,30
./datasets/raw_data\Angelic\character11\0975_02.png,./datasets/raw_data\Angelic\character11\0975_03.png,30
./datasets/raw_data\Angelic\character11\0975_03.png,./datasets/raw_data\Angelic\character11\0975_04.png,30
./datasets/raw_data\Angelic\character11\0975_04.png,./datasets/raw_data\Angelic\character11\0975_05.png,30
./datasets/raw_data\Angelic\character11\0975_05.png,./datasets/raw_data\Angelic\character11\0975_06.png,30
./datasets/raw_data\Angelic\character11\0975_06.png,./datasets/raw_data\Angelic\character11\0975_07.png,30
./datasets/raw_data\Angelic\character11\0975_07.png,./datasets/raw_data\Angelic\character11\0975_08.png,30
./datasets/raw_data\Angelic\character11\0975_08.png,./datasets/raw_data\Angelic\character11\0975_09.png,30
./datasets/raw_data\Angelic\character11\0975_09.png,./datasets/raw_data\Angelic\character11\0975_10.png,30
./datasets/raw_data\Angelic\character11\0975_10.png,./datasets/raw_data\Angelic\character11\0975_11.png,30
./datasets/raw_data\Angelic\character12\0976_01.png,./datasets/raw_data\Angelic\character12\0976_02.png,31
./datasets/raw_data\Angelic\character12\0976_02.png,./datasets/raw_data\Angelic\character12\0976_03.png,31
./datasets/raw_data\Angelic\character12\0976_03.png,./datasets/raw_data\Angelic\character12\0976_04.png,31
./datasets/raw_data\Angelic\character12\0976_04.png,./datasets/raw_data\Angelic\character12\0976_05.png,31
./datasets/raw_data\Angelic\character12\0976_05.png,./datasets/raw_data\Angelic\character12\0976_06.png,31
./datasets/raw_data\Angelic\character12\0976_06.png,./datasets/raw_data\Angelic\character12\0976_07.png,31
./datasets/raw_data\Angelic\character12\0976_07.png,./datasets/raw_data\Angelic\character12\0976_08.png,31
./datasets/raw_data\Angelic\character12\0976_08.png,./datasets/raw_data\Angelic\character12\0976_09.png,31
./datasets/raw_data\Angelic\character12\0976_09.png,./datasets/raw_data\Angelic\character12\0976_10.png,31
./datasets/raw_data\Angelic\character12\0976_10.png,./datasets/raw_data\Angelic\character12\0976_11.png,31
./datasets/raw_data\Angelic\character13\0977_01.png,./datasets/raw_data\Angelic\character13\0977_02.png,32
./datasets/raw_data\Angelic\character13\0977_02.png,./datasets/raw_data\Angelic\character13\0977_03.png,32
./datasets/raw_data\Angelic\character13\0977_03.png,./datasets/raw_data\Angelic\character13\0977_04.png,32
./datasets/raw_data\Angelic\character13\0977_04.png,./datasets/raw_data\Angelic\character13\0977_05.png,32
./datasets/raw_data\Angelic\character13\0977_05.png,./datasets/raw_data\Angelic\character13\0977_06.png,32
./datasets/raw_data\Angelic\character13\0977_06.png,./datasets/raw_data\Angelic\character13\0977_07.png,32
./datasets/raw_data\Angelic\character13\0977_07.png,./datasets/raw_data\Angelic\character13\0977_08.png,32
./datasets/raw_data\Angelic\character13\0977_08.png,./datasets/raw_data\Angelic\character13\0977_09.png,32
./datasets/raw_data\Angelic\character13\0977_09.png,./datasets/raw_data\Angelic\character13\0977_10.png,32
./datasets/raw_data\Angelic\character13\0977_10.png,./datasets/raw_data\Angelic\character13\0977_11.png,32
./datasets/raw_data\Angelic\character14\0978_01.png,./datasets/raw_data\Angelic\character14\0978_02.png,33
./datasets/raw_data\Angelic\character14\0978_02.png,./datasets/raw_data\Angelic\character14\0978_03.png,33
./datasets/raw_data\Angelic\character14\0978_03.png,./datasets/raw_data\Angelic\character14\0978_04.png,33
./datasets/raw_data\Angelic\character14\0978_04.png,./datasets/raw_data\Angelic\character14\0978_05.png,33
./datasets/raw_data\Angelic\character14\0978_05.png,./datasets/raw_data\Angelic\character14\0978_06.png,33
./datasets/raw_data\Angelic\character14\0978_06.png,./datasets/raw_data\Angelic\character14\0978_07.png,33
./datasets/raw_data\Angelic\character14\0978_07.png,./datasets/raw_data\Angelic\character14\0978_08.png,33
./datasets/raw_data\Angelic\character14\0978_08.png,./datasets/raw_data\Angelic\character14\0978_09.png,33
./datasets/raw_data\Angelic\character14\0978_09.png,./datasets/raw_data\Angelic\character14\0978_10.png,33
./datasets/raw_data\Angelic\character14\0978_10.png,./datasets/raw_data\Angelic\character14\0978_11.png,33
./datasets/raw_data\Angelic\character15\0979_01.png,./datasets/raw_data\Angelic\character15\0979_02.png,34
./datasets/raw_data\Angelic\character15\0979_02.png,./datasets/raw_data\Angelic\character15\0979_03.png,34
./datasets/raw_data\Angelic\character15\0979_03.png,./datasets/raw_data\Angelic\character15\0979_04.png,34
./datasets/raw_data\Angelic\character15\0979_04.png,./datasets/raw_data\Angelic\character15\0979_05.png,34
./datasets/raw_data\Angelic\character15\0979_05.png,./datasets/raw_data\Angelic\character15\0979_06.png,34
./datasets/raw_data\Angelic\character15\0979_06.png,./datasets/raw_data\Angelic\character15\0979_07.png,34
./datasets/raw_data\Angelic\character15\0979_07.png,./datasets/raw_data\Angelic\character15\0979_08.png,34
./datasets/raw_data\Angelic\character15\0979_08.png,./datasets/raw_data\Angelic\character15\0979_09.png,34
./datasets/raw_data\Angelic\character15\0979_09.png,./datasets/raw_data\Angelic\character15\0979_10.png,34
./datasets/raw_data\Angelic\character15\0979_10.png,./datasets/raw_data\Angelic\character15\0979_11.png,34
./datasets/raw_data\Angelic\character16\0980_01.png,./datasets/raw_data\Angelic\character16\0980_02.png,35
./datasets/raw_data\Angelic\character16\0980_02.png,./datasets/raw_data\Angelic\character16\0980_03.png,35
./datasets/raw_data\Angelic\character16\0980_03.png,./datasets/raw_data\Angelic\character16\0980_04.png,35
./datasets/raw_data\Angelic\character16\0980_04.png,./datasets/raw_data\Angelic\character16\0980_05.png,35
./datasets/raw_data\Angelic\character16\0980_05.png,./datasets/raw_data\Angelic\character16\0980_06.png,35
./datasets/raw_data\Angelic\character16\0980_06.png,./datasets/raw_data\Angelic\character16\0980_07.png,35
./datasets/raw_data\Angelic\character16\0980_07.png,./datasets/raw_data\Angelic\character16\0980_08.png,35
./datasets/raw_data\Angelic\character16\0980_08.png,./datasets/raw_data\Angelic\character16\0980_09.png,35
./datasets/raw_data\Angelic\character16\0980_09.png,./datasets/raw_data\Angelic\character16\0980_10.png,35
./datasets/raw_data\Angelic\character16\0980_10.png,./datasets/raw_data\Angelic\character16\0980_11.png,35
./datasets/raw_data\Angelic\character17\0981_01.png,./datasets/raw_data\Angelic\character17\0981_02.png,36
./datasets/raw_data\Angelic\character17\0981_02.png,./datasets/raw_data\Angelic\character17\0981_03.png,36
./datasets/raw_data\Angelic\character17\0981_03.png,./datasets/raw_data\Angelic\character17\0981_04.png,36
./datasets/raw_data\Angelic\character17\0981_04.png,./datasets/raw_data\Angelic\character17\0981_05.png,36
./datasets/raw_data\Angelic\character17\0981_05.png,./datasets/raw_data\Angelic\character17\0981_06.png,36
./datasets/raw_data\Angelic\character17\0981_06.png,./datasets/raw_data\Angelic\character17\0981_07.png,36
./datasets/raw_data\Angelic\character17\0981_07.png,./datasets/raw_data\Angelic\character17\0981_08.png,36
./datasets/raw_data\Angelic\character17\0981_08.png,./datasets/raw_data\Angelic\character17\0981_09.png,36
./datasets/raw_data\Angelic\character17\0981_09.png,./datasets/raw_data\Angelic\character17\0981_10.png,36
./datasets/raw_data\Angelic\character17\0981_10.png,./datasets/raw_data\Angelic\character17\0981_11.png,36
./datasets/raw_data\Angelic\character18\0982_01.png,./datasets/raw_data\Angelic\character18\0982_02.png,37
./datasets/raw_data\Angelic\character18\0982_02.png,./datasets/raw_data\Angelic\character18\0982_03.png,37
./datasets/raw_data\Angelic\character18\0982_03.png,./datasets/raw_data\Angelic\character18\0982_04.png,37
